"instance_id","artist_name","track_name","popularity","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","obtained_date","valence","music_genre"
50759,"Carl Philipp Emanuel Bach","Flute Concerto in A Minor, Wq. 166, H. 431: II. Andante",28,0.978,0.23,-1,0.0329,0.716,"C",0.0718,-25.516,"Major",0.049,84.365,"3-Apr",0.187,"Classical"
45936,"The Byrds","All I Really Want to Do",34,0.111,0.452,123760,0.574,0,"A",0.0823,-7.936,"Major",0.0321,111.924,"4-Apr",0.811,"Blues"
87066,"Röyksopp","Running To The Sea",39,0.00996,0.548,294893,0.888,0.205,"F#",0.0883,-5.513,"Minor",0.0412,122.911,"4-Apr",0.347,"Electronic"
50776,"Steve Oliver","High Noon",35,0.258,0.662,230107,0.865,0.106,"F",0.135,-6.555,"Major",0.0298,110.045,"4-Apr",0.767,"Jazz"
62645,"Snoh Aalegra","All I Have - Intro",45,0.8,0.729,114733,0.552,0.0022199999999999,"B",0.109,-12.22,"Major",0.366,97.923,"4-Apr",0.637,"Alternative"
47263,"KONGOS","Autocorrect",36,0.0667,0.711,203520,0.718,0.000341,"D",0.181,-8.037,"Major",0.0982,120.027,"4-Apr",0.549,"Blues"
43038,"G Herbo","Sacrifice",59,0.0144,0.687,214947,0.611,3.62e-06,"C",0.764,-7.037,"Major",0.242,127.917,"4-Apr",0.357,"Rap"
83353,"Kendrick Lamar","Black Boy Fly - Bonus Track",51,0.108,0.593,279147,0.731,1.52e-06,"C#",0.103,-5.21,"Major",0.149,160.084,"4-Apr",0.61,"Rap"
29369,"Falcom Sound Team jdk","Theos De Endrogram - Trance Mix",13,2.63e-05,0.356,216200,0.824,0.937,"C",0.142,-9.218,"Major",0.0425,159.954,"4-Apr",0.134,"Anime"
61576,"Dwin","Day and Night",52,0.207,0.859,197226,0.748,0.0045299999999999,"C",0.0854,-7.756,"Major",0.14,122.99,"4-Apr",0.524,"Electronic"
48834,"Future","Wicked",63,0.00191,0.718,173347,0.679,0.0104,"B",0.385,-5.899,"Minor",0.0706,157.97,"4-Apr",0.205,"Rap"
31721,"The Whispers","I Only Meant to Wet My Feet",34,0.105,0.468,179840,0.561,0.000376,"D",0.0407,-8.803,"Major",0.0353,75.072,"4-Apr",0.426,"Jazz"
78137,"Party Favor","Sweat (feat. Toy Connor)",31,0.0109,0.717,184300,0.976,0.123,"B",0.603,-2.356,"Minor",0.0523,103.002,"4-Apr",0.0724,"Electronic"
71901,"MAXIMUM THE HORMONE","ChuChu Lovely MuniMuni MuraMura PrinPrin Boron Nururu ReroRero",40,0.000488,0.518,186293,0.961,5.63e-06,"G#",0.34,-1.343,"Major",0.0966,128.903,"4-Apr",0.928,"Anime"
23038,"Krizz Kaliko","Kill Shit",46,0.0709,0.706,240107,0.976,0,"C#",0.424,-3.568,"Major",0.148,129.816,"4-Apr",0.746,"Country"
37986,"Kevin Penkin","Sunshine with Shields",29,0.909,0.506,135547,0.349,0.631,"C",0.112,-14.073,"Major",0.0369,179.886,"3-Apr",0.287,"Anime"
32756,"Gramatik","Afternoon Soul",44,0.0947,0.625,255978,0.715,0.225,"C",0.0812,-5.743,"Major",0.138,91.884,"4-Apr",0.591,"Jazz"
64125,"Queens of the Stone Age","If I Had A Tail",55,0.636,0.602,295587,0.85,3.26e-05,"B",0.663,-6.602,"Major",0.1,112.077,"4-Apr",0.339,"Alternative"
60651,"Fella","Fuck It Up",45,0.18,0.552,188909,0.686,0.00461,"G#",0.328,-9.409,"Major",0.112,131.663,"4-Apr",0.347,"Electronic"
64319,"Scott Hamilton","Good Morning Heartache",56,0.823,0.526,322133,0.17,0.777,"A",0.114,-13.089,"Minor",0.0411,117.414,"4-Apr",0.18,"Jazz"
52243,"Ludwig van Beethoven","Symphony No. 6 in F Major, Op. 68 ""Pastoral"": III. Lustiges Zusammensein der Landleute. Allegro",27,0.922,0.345,-1,0.125,0.854,"F",0.228,-17.907,"Major",0.0406,137.03,"4-Apr",0.305,"Classical"
69322,"Freddie Gibbs","Triple Threat",49,0.0252,0.85,178422,0.412,0,"D",0.0948,-7.845,"Major",0.236,130.99,"4-Apr",0.663,"Hip-Hop"
66721,"Hekler","Basic Bass Tune",36,0.00579,0.559,192000,0.945,0.124,"C#",0.16,-2.718,"Minor",0.417,144.792,"4-Apr",0.142,"Electronic"
50257,"Mrs. GREEN APPLE","SPLASH!!!",37,0.0072099999999999,0.459,235747,0.833,6.77e-06,"G",0.329,-2.862,"Major",0.0455,180.087,"4-Apr",0.442,"Anime"
30446,"Rittz","Bounce",49,0.078,0.827,235147,0.725,0,"G",0.182,-9.866,"Major",0.0999,129.984,"4-Apr",0.12,"Hip-Hop"
68026,"Rich Gang","Lifestyle",69,0.0144,0.718,269693,0.67,0,"C#",0.0851,-5.236,"Major",0.227,88.764,"4-Apr",0.517,"Hip-Hop"
27306,"Yasuharu Takanashi","Erza vs. Erza",31,1.07e-05,0.273,140213,0.869,0.836,"D",0.264,-4.346,"Major",0.0429,179.913,"4-Apr",0.137,"Anime"
87654,"The Stixxx","Simple Man",44,0.0351,0.602,246696,0.721,0,"A#",0.194,-8.296,"Major",0.14,150.1,"4-Apr",0.478,"Country"
83440,"Martina McBride","The Christmas Song (Chestnuts Roasting On an Open Fire)",36,0.616,0.347,220360,0.315,0,"A#",0.163,-9.928,"Major",0.0287,139.827,"4-Apr",0.102,"Country"
55736,"Lynyrd Skynyrd","Gimme Back My Bullets",48,0.306,0.43,209800,0.682,7.28e-06,"C#",0.128,-10.821,"Major",0.0467,168.968,"4-Apr",0.963,"Blues"
22773,"Montrose","Crazy for You",1,0.000373,0.307,206507,0.691,0.283,"G",0.514,-11.375,"Major",0.0361,124.346,"4-Apr",0.516,"Blues"
69228,"James Taylor","Carolina in My Mind",67,0.118,0.579,238573,0.267,0.000562,"E",0.132,-15.11,"Major",0.0348,74.899,"4-Apr",0.353,"Rock"
69037,"Yasuharu Takanashi","Anne's Sorrow",12,0.941,0.338,112427,0.141,0.0142,"A",0.0863,-15.961,"Minor",0.0342,101.171,"3-Apr",0.2,"Anime"
68485,"empty_field","Hard In Da Paint",66,0.198,0.611,246387,0.66,0,"B",0.365,-5.883,"Major",0.0839,71.544,"4-Apr",0.583,"Hip-Hop"
23641,"Soil","Black Betty",46,0.00249,0.589,159800,0.871,2.29e-05,"B",0.32,-6.789,"Minor",0.105,128.997,"4-Apr",0.523,"Alternative"
31585,"Electric Light Orchestra","Livin' Thing",70,0.583,0.549,212307,0.651,0,"C",0.121,-7.097,"Major",0.0323,122.818,"4-Apr",0.368,"Rock"
89791,"Hammerfall","My Sharona",38,0.0019399999999999,0.547,236893,0.873,0.0242,"G",0.0766,-4.035,"Minor",0.0477,145.058,"4-Apr",0.524,"Classical"
82465,"!!!","Our Love (U Can Get)",43,0.169,0.685,-1,0.909,0.000663,"C",0.942,-7.627,"Major",0.043,119.978,"4-Apr",0.962,"Electronic"
64542,"César Franck","Sonata in A Major for Violin and Piano, FWV 8 (Arr. for Cello and Piano): IV. Allegretto poco mosso",29,0.993,0.199,363360,0.098,0.926,"E",0.0499,-21.787,"Major",0.0377,79.591,"4-Apr",0.294,"Classical"
60431,"Antonín Dvořák","Symphony No. 9 in E Minor, Op. 95, B. 178 ""From the New World"": III. Molto vivace (Live)",0,0.951,0.363,445293,0.07,0.665,"C",0.208,-21.136,"Major",0.0397,130.508,"4-Apr",0.227,"Classical"
51200,"Falcom Sound Team jdk","Hazy Moon",9,0.0231,0.431,210128,0.958,0.856,"F",0.252,-5.25,"Minor",0.0347,94.982,"4-Apr",0.68,"Anime"
71355,"Norah Jones","Young Blood",51,0.408,0.653,-1,0.437,0.0052299999999999,"C",0.116,-11.795,"Major",0.0736,131.098,"4-Apr",0.622,"Jazz"
20107,"empty_field","Lets Straighten It Out",27,0.0136,0.763,287429,0.542,6.07e-06,"G",0.0345,-3.984,"Minor",0.0721,160.956,"4-Apr",0.805,"Blues"
39479,"Tech N9ne","No K",50,0.00728,0.852,-1,0.641,0,"A",0.429,-8.008,"Minor",0.22,123.975,"4-Apr",0.658,"Rap"
61130,"LOCASH","Shipwrecked",36,0.0321,0.501,173493,0.835,0,"A",0.132,-3.398,"Major",0.0365,124.899,"4-Apr",0.59,"Country"
83239,"Elton John","I Guess That's Why They Call It The Blues",67,0.218,0.484,285333,0.646,0.0148,"C",0.194,-7.215,"Major",0.0289999999999999,120.382,"3-Apr",0.623,"Rock"
22573,"Kenny Wayne Shepherd","She's $$$",22,0.0133,0.313,247227,0.899,0.00011,"G",0.263,-4.855,"Major",0.124,181.398,"4-Apr",0.729,"Blues"
26909,"Borgore","Unicorn Zombie Apocalypse",55,0.00425,0.676,277500,0.885,0.861,"C#",0.0519,-2.946,"Major",0.0658,140.007,"4-Apr",0.185,"Electronic"
37487,"ASIAN KUNG-FU GENERATION","Loop & Loop",29,0.0568,0.594,224773,0.931,1.64e-05,"A#",0.208,-3.386,"Major",0.0648,129.027,"4-Apr",0.549,"Anime"
55245,"Moby","Blue Paper",26,0.552,0.472,367547,0.296,0.762,"E",0.0801,-16.379,"Major",0.0279999999999999,84.983,"4-Apr",0.0594,"Electronic"
47386,"Joe McBride","After Sunset",28,0.426,0.644,-1,0.495,0.0475,"E",0.0515,-12.119,"Minor",0.0373,88.07,"4-Apr",0.616,"Jazz"
42494,"Vök","Night & Day",34,0.0139999999999999,0.717,195484,0.582,0.000609,"G",0.148,-8.121,"Major",0.0788,93.988,"4-Apr",0.585,"Electronic"
90775,"A Tribe Called Quest","Bonita Applebum - includes 'Can I Kick It' Intro",52,0.0859,0.845,229840,0.701,0.00232,"G#",0.494,-5.111,"Minor",0.209,91.851,"4-Apr",0.647,"Hip-Hop"
72527,"Muddy Waters","Mean Red Spider",37,0.994,0.738,136693,0.339,0.3,"G",0.0922,-9.701,"Major",0.0641,94.419,"4-Apr",0.424,"Blues"
45803,"Gustavo Santaolalla","All Gone",43,0.993,0.43,73120,0.0232,0.019,"G",0.125,-25.227,"Minor",0.0753,71.99,"4-Apr",0.036,"Classical"
67992,"Metallica","The Four Horsemen (Remastered)",54,0.00171,0.222,432547,0.938,0.0845,"C",0.108,-6.91,"Major",0.375,203.098,"4-Apr",0.329,"Rock"
29117,"Birocratic","Tony's Belated Breakfast",42,0.0541,0.651,191500,0.893,0.544,"E",0.375,-6.12,"Minor",0.0753,90.016,"4-Apr",0.628,"Jazz"
87764,"David Lee Murphy","Dust On The Bottle",67,0.0248,0.737,224667,0.609,4.26e-06,"B",0.208,-11.121,"Major",0.0366,99.983,"4-Apr",0.87,"Country"
57014,"Juicy J","Payback",57,0.173,0.7,237997,0.824,0,"C#",0.105,-6.029,"Major",0.0772,91.979,"4-Apr",0.763,"Rap"
21597,"Drake White","Makin’ Me Look Good Again",55,0.354,0.574,238933,0.586,0,"A#",0.106,-6.141,"Major",0.0337,127.794,"4-Apr",0.26,"Country"
21727,"Foo Fighters","The Feast and The Famine",52,5.58e-05,0.332,229560,0.906,0.000304,"B",0.129,-4.683,"Minor",0.105,173.639,"4-Apr",0.497,"Alternative"
88944,"Swing De Gitanes","Montagne Sainte Genevieve",39,0.68,0.66,276467,0.41,0.903,"E",0.111,-13.041,"Minor",0.0423,94.452,"1-Apr",0.441,"Jazz"
